Year	Temperature (Fahrenheit)
1995.0000000000000	8.2000000000000
1995.0027397260200	5.6000000000000
1995.0054794520500	-4.2000000000000
1995.0082191780800	-11.4000000000000
1995.0109589041000	3.7000000000000
1995.0136986301300	16.6000000000000
1995.0164383561600	-1.7000000000000
1995.0191780821900	3.9000000000000
1995.0219178082100	-1.1000000000000
1995.0246575342400	11.0999999999999
1995.0273972602700	23.3999999999999
1995.0301369863000	31.0000000000000
1995.0328767123200	30.0000000000000
1995.0356164383500	22.3999999999999
1995.0383561643800	12.9000000000000
1995.0410958904100	23.1000000000000
1995.0438356164300	29.6999999999999
1995.0465753424600	19.5000000000000
1995.0493150684900	13.0999999999999
1995.0520547945200	11.3000000000000
1995.0547945205400	15.8000000000000
1995.0575342465700	13.6999999999999
1995.0602739726000	11.6999999999999
1995.0630136986300	7.8000000000000
1995.0657534246500	9.6000000000000
1995.0684931506800	12.9000000000000
1995.0712328767100	23.1000000000000
1995.0739726027300	24.8999999999999
1995.0767123287600	23.6999999999999
1995.0794520547900	16.6000000000000
1995.0821917808200	29.1999999999999
1995.0849315068400	24.3999999999999
1995.0876712328700	22.5000000000000
1995.0904109589000	23.5000000000000
1995.0931506849300	7.8000000000000
1995.0958904109500	-4.6000000000000
1995.0986301369800	0.9000000000000
1995.1013698630100	6.7000000000000
1995.1041095890400	2.0000000000000
1995.1068493150600	24.6000000000000
1995.1095890410900	14.0999999999999
1995.1123287671200	-12.5999999999999
1995.1150684931500	-3.5000000000000
1995.1178082191700	-4.4000000000000
1995.1205479452000	-1.8000000000000
1995.1232876712300	16.0000000000000
1995.1260273972600	2.6000000000000
1995.1287671232800	14.5999999999999
1995.1315068493100	27.0000000000000
1995.1342465753400	26.8999999999999
1995.1369863013600	27.6000000000000
1995.1397260273900	13.1999999999999
1995.1424657534200	25.3999999999999
1995.1452054794500	30.5000000000000
1995.1479452054700	19.0000000000000
1995.1506849315000	19.5000000000000
1995.1534246575300	15.5999999999999
1995.1561643835600	18.6999999999999
1995.1589041095800	6.4000000000000
1995.1616438356100	-2.3000000000000
1995.1643835616400	-0.1000000000000
1995.1671232876700	17.6999999999999
1995.1698630136900	16.1999999999999
1995.1726027397200	18.3000000000000
1995.1753424657500	16.6999999999999
1995.1780821917800	17.6000000000000
1995.1808219178000	9.8000000000000
1995.1835616438300	11.0999999999999
1995.1863013698600	25.3999999999999
1995.1890410958900	34.6000000000000
1995.1917808219100	42.0000000000000
1995.1945205479400	49.5000000000000
1995.1972602739700	48.1000000000000
1995.2000000000000	45.2999999999999
1995.2027397260200	38.2000000000000
1995.2054794520500	32.5000000000000
1995.2082191780800	30.1000000000000
1995.2109589041000	32.5000000000000
1995.2136986301300	34.1000000000000
1995.2164383561600	35.8999999999999
1995.2191780821900	34.3999999999999
1995.2219178082100	29.8999999999999
1995.2246575342400	31.1999999999999
1995.2273972602700	32.1000000000000
1995.2301369863000	33.2999999999999
1995.2328767123200	33.1000000000000
1995.2356164383500	32.5000000000000
1995.2383561643800	28.8000000000000
1995.2410958904100	25.5000000000000
1995.2438356164300	31.1999999999999
1995.2465753424600	32.2999999999999
1995.2493150684900	31.5000000000000
1995.2520547945200	36.2000000000000
1995.2547945205400	6.4000000000000
1995.2575342465700	15.9000000000000
1995.2602739726000	26.8000000000000
1995.2630136986300	31.6999999999999
1995.2657534246500	32.8999999999999
1995.2684931506800	26.5000000000000
1995.2712328767100	29.1999999999999
1995.2739726027300	30.6999999999999
1995.2767123287600	33.5000000000000
1995.2794520547900	38.2000000000000
1995.2821917808200	39.0000000000000
1995.2849315068400	33.0000000000000
1995.2876712328700	32.1000000000000
1995.2904109589000	32.2999999999999
1995.2931506849300	33.2999999999999
1995.2958904109500	38.1000000000000
1995.2986301369800	39.2000000000000
1995.3013698630100	37.7000000000000
1995.3041095890400	43.1000000000000
1995.3068493150600	43.8999999999999
1995.3095890410900	39.2000000000000
1995.3123287671200	38.1000000000000
1995.3150684931500	37.8999999999999
1995.3178082191700	39.0000000000000
1995.3205479452000	42.7000000000000
1995.3232876712300	42.7999999999999
1995.3260273972600	41.7000000000000
1995.3287671232800	40.2000000000000
1995.3315068493100	45.3999999999999
1995.3342465753400	51.7999999999999
1995.3369863013600	53.2999999999999
1995.3397260273900	48.7999999999999
1995.3424657534200	51.3999999999999
1995.3452054794500	50.7000000000000
1995.3479452054700	48.3999999999999
1995.3506849315000	39.2999999999999
1995.3534246575300	45.7000000000000
1995.3561643835600	56.5000000000000
1995.3589041095800	59.5000000000000
1995.3616438356100	50.6000000000000
1995.3643835616400	49.8999999999999
1995.3671232876700	55.1000000000000
1995.3698630136900	49.6000000000000
1995.3726027397200	48.2000000000000
1995.3753424657500	55.8999999999999
1995.3780821917800	62.7000000000000
1995.3808219178000	52.1000000000000
1995.3835616438300	51.3999999999999
1995.3863013698600	53.7999999999999
1995.3890410958900	50.5000000000000
1995.3917808219100	47.7000000000000
1995.3945205479400	46.3999999999999
1995.3972602739700	49.0000000000000
1995.4000000000000	52.7000000000000
1995.4027397260200	48.2999999999999
1995.4054794520500	57.6000000000000
1995.4082191780800	66.7000000000000
1995.4109589041000	70.4000000000000
1995.4136986301300	68.7999999999999
1995.4164383561600	66.9000000000000
1995.4191780821900	59.5000000000000
1995.4219178082100	60.8999999999999
1995.4246575342400	66.5999999999999
1995.4273972602700	64.2000000000000
1995.4301369863000	49.3999999999999
1995.4328767123200	43.7999999999999
1995.4356164383500	49.3999999999999
1995.4383561643800	50.8999999999999
1995.4410958904100	56.3999999999999
1995.4438356164300	62.7000000000000
1995.4465753424600	66.9000000000000
1995.4493150684900	63.2000000000000
1995.4520547945200	64.9000000000000
1995.4547945205400	69.5000000000000
1995.4575342465700	75.9000000000000
1995.4602739726000	82.7000000000000
1995.4630136986300	81.2000000000000
1995.4657534246500	76.2000000000000
1995.4684931506800	67.5000000000000
1995.4712328767100	69.9000000000000
1995.4739726027300	73.9000000000000
1995.4767123287600	73.0000000000000
1995.4794520547900	63.6000000000000
1995.4821917808200	61.1000000000000
1995.4849315068400	63.7000000000000
1995.4876712328700	63.7999999999999
1995.4904109589000	64.5000000000000
1995.4931506849300	60.2999999999999
1995.4958904109500	54.5000000000000
